date,q,pp,pp-1,t,pet
23/02/2007,2113,3.5849,3.3523,15.138,3.1152
24/02/2007,2162,0.6336,3.5849,15.5266,3.5681
25/02/2007,2204,1.317,0.6336,15.1709,3.2496
26/02/2007,2394,0.5245,1.317,15.0881,3.312
27/02/2007,2664,0.0167,0.5245,15.6522,3.7197
28/02/2007,2873,0.0402,0.0167,16.143,3.6592
1/03/2007,3481,0.3229,0.0402,15.8701,3.4683
2/03/2007,2884,0.012,0.3229,15.7619,3.2834
3/03/2007,2652,0.0333,0.012,15.5589,3.2733
4/03/2007,2516,9.4393,0.0333,15.6049,3.1078
5/03/2007,2889,8.2682,9.4393,15.5338,3.3281
6/03/2007,3769,4.3103,8.2682,15.7966,3.2814
7/03/2007,4251,10.9173,4.3103,15.6174,3.0584
8/03/2007,4812,1.5138,10.9173,16.0337,3.6369
9/03/2007,4933,2.0096,1.5138,16.181,3.7029
10/03/2007,4915,5.7134,2.0096,16.282,3.6366
11/03/2007,5148,2.6752,5.7134,16.1148,3.5322
12/03/2007,4879,4.1536,2.6752,15.6653,3.4782
13/03/2007,4485,1.7979,4.1536,16.2674,3.8892
14/03/2007,4331,15.172,1.7979,15.7204,3.1055
15/03/2007,4326,15.4444,15.172,15.6539,3.5389
16/03/2007,4885,7.926,15.4444,15.9273,3.3655
17/03/2007,5680,6.7113,7.926,16.0135,3.5776
18/03/2007,5646,7.3232,6.7113,15.7799,3.2917
19/03/2007,5657,25.1665,7.3232,14.3081,2.58
20/03/2007,7487,0.3728,25.1665,15.9733,3.8554
21/03/2007,7442,3.2579,0.3728,16.7208,3.7405
22/03/2007,5601,10.4233,3.2579,16.5775,3.748
23/03/2007,5132,18.084,10.4233,15.7433,3.2431
24/03/2007,6526,22.3115,18.084,15.5168,2.8191
25/03/2007,8673,0.0013,22.3115,15.9852,3.5371
26/03/2007,8496,0.6428,0.0013,16.4115,3.5408
27/03/2007,6889,6.7705,0.6428,16.2808,3.6245
28/03/2007,5432,7.9806,6.7705,15.6728,3.2315
29/03/2007,5385,9.5277,7.9806,15.6691,3.1757
30/03/2007,6131,2.2271,9.5277,15.6753,3.6719
31/03/2007,7355,15.3983,2.2271,15.4723,3.2017
1/04/2007,8251,6.0436,15.3983,15.825,3.3598
2/04/2007,7813,2.6965,6.0436,16.0885,3.5561
3/04/2007,6469,6.5743,2.6965,16.6618,3.7911
4/04/2007,6500,11.2151,6.5743,16.9091,3.6746
5/04/2007,6647,8.2796,11.2151,16.906,3.6299
6/04/2007,6802,15.923,8.2796,15.9923,3.146
7/04/2007,7522,2.1901,15.923,15.7803,3.1043
8/04/2007,8512,1.7016,2.1901,16.4174,3.4587
9/04/2007,9365,28.0119,1.7016,15.5319,2.6542
10/04/2007,9249,5.502,28.0119,15.5927,2.9043
11/04/2007,8971,5.4689,5.502,15.8896,3.4006
12/04/2007,7240,0.9844,5.4689,16.076,3.3418
13/04/2007,6246,1.0331,0.9844,15.7751,3.1875
14/04/2007,5667,0.537,1.0331,16.3396,3.6968
15/04/2007,5374,4.242,0.537,15.985,3.2173
16/04/2007,5496,3.9915,4.242,15.927,3.4827
17/04/2007,5796,6.0965,3.9915,16.0194,3.4204
18/04/2007,6529,1.2762,6.0965,16.4607,3.493
19/04/2007,7256,2.5241,1.2762,15.9592,3.3459
20/04/2007,7475,5.6472,2.5241,16.2705,3.4896
21/04/2007,7011,6.3827,5.6472,16.1537,3.5734
22/04/2007,6316,2.7257,6.3827,15.9331,3.4276
23/04/2007,5828,4.272,2.7257,15.66,3.3918
24/04/2007,5301,4.0217,4.272,16.0318,3.2803
25/04/2007,5074,5.9441,4.0217,15.6509,2.9815
26/04/2007,5141,1.6964,5.9441,15.65,3.1223
27/04/2007,5500,11.4011,1.6964,15.568,2.995
28/04/2007,6140,8.1301,11.4011,15.3599,2.7516
29/04/2007,6418,7.2039,8.1301,14.7959,2.7514
30/04/2007,6427,0.0046,7.2039,14.9973,3.1106
1/05/2007,6239,0.045,0.0046,15.8262,3.2812
2/05/2007,5385,0.1537,0.045,15.8461,3.3428
3/05/2007,4878,0.0937,0.1537,16.1682,3.0334
4/05/2007,5181,4.3814,0.0937,15.7079,2.6398
5/05/2007,6338,0.637,4.3814,15.575,3.5614
6/05/2007,7682,1.3667,0.637,16.1833,3.4262
7/05/2007,8529,17.2286,1.3667,16.308,3.2023
8/05/2007,6530,1.344,17.2286,16.0482,3.0229
9/05/2007,6545,6.4742,1.344,15.8073,2.6658
10/05/2007,6314,1.5278,6.4742,14.9885,2.408
11/05/2007,6974,0.2323,1.5278,14.6114,2.614
12/05/2007,7815,0.01,0.2323,15.0575,2.6909
13/05/2007,8568,0.0381,0.01,15.565,3.0643
14/05/2007,7521,0,0.0381,15.6965,3.2892
15/05/2007,6720,0,0,15.656,3.1516
16/05/2007,6063,0.0143,0,16.1,3.4217
17/05/2007,5060,1.5999,0.0143,16.2849,3.0701
18/05/2007,4271,1.0017,1.5999,16.1128,2.9716
19/05/2007,5081,3.3252,1.0017,15.4351,2.211
20/05/2007,5808,6.552,3.3252,15.4058,2.7758
21/05/2007,5238,3.0654,6.552,15.8949,3.0978
22/05/2007,4321,8.4885,3.0654,15.8369,2.9185
23/05/2007,4084,7.4206,8.4885,15.4888,2.692
24/05/2007,4223,8.3446,7.4206,15.1163,2.8917
25/05/2007,4591,24.8501,8.3446,14.1267,2.3556
26/05/2007,5427,0.4299,24.8501,14.8628,3.1281
27/05/2007,6462,0.2718,0.4299,15.1275,3.1922
28/05/2007,6120,0.1499,0.2718,15.5843,2.9041
29/05/2007,5684,0.0366,0.1499,15.648,3.1363
30/05/2007,4198,11.9008,0.0366,15.481,2.7685
31/05/2007,4258,16.9159,11.9008,14.9246,2.3716
1/06/2007,4732,2.5886,16.9159,14.9571,2.9334
2/06/2007,5397,0.7149,2.5886,15.029,3.0434
3/06/2007,6181,0.4992,0.7149,15.0502,2.9069
4/06/2007,7088,10.1853,0.4992,14.1674,2.337
5/06/2007,6811,4.6515,10.1853,14.5763,2.8205
6/06/2007,6127,1.8513,4.6515,15.0737,3.0927
7/06/2007,5248,1.3941,1.8513,14.8422,2.8655
8/06/2007,4707,0.38,1.3941,14.3935,2.7359
9/06/2007,5406,7.579,0.38,14.6193,3.0165
10/06/2007,5826,1.8619,7.579,14.2172,2.6742
11/06/2007,5078,5.8579,1.8619,14.144,2.5534
12/06/2007,5096,17.7759,5.8579,13.7407,2.3476
13/06/2007,7689,1.1649,17.7759,13.6567,2.5429
14/06/2007,9092,2.2771,1.1649,13.9259,2.3867
15/06/2007,8752,4.3276,2.2771,14.3882,2.8158
16/06/2007,8078,1.1419,4.3276,14.2907,2.8592
17/06/2007,8239,1.9576,1.1419,14.5872,2.8052
18/06/2007,7780,1.2126,1.9576,14.1824,2.801
19/06/2007,6041,2.0841,1.2126,13.7872,2.3416
20/06/2007,4792,3.5819,2.0841,13.8452,2.2546
21/06/2007,6089,2.1661,3.5819,13.578,2.3579
22/06/2007,8760,0.7343,2.1661,13.4255,2.4321
23/06/2007,10150,0.2825,0.7343,14.7428,3.0395
24/06/2007,8823,1.3059,0.2825,14.5756,2.7616
25/06/2007,6244,4.3956,1.3059,14.0845,2.2889
26/06/2007,4893,0.848,4.3956,14.1865,2.5835
27/06/2007,4144,0.1184,0.848,14.1549,2.7038
28/06/2007,4578,0.4212,0.1184,13.7282,2.4887
29/06/2007,3899,1.9435,0.4212,13.4114,2.4625
30/06/2007,3475,1.7988,1.9435,13.641,2.4168
1/07/2007,3494,0.5254,1.7988,13.3455,2.2671
2/07/2007,4278,0.0013,0.5254,13.3621,2.6566
3/07/2007,4064,0,0.0013,13.7094,2.8153
4/07/2007,3255,0,0,13.8937,2.831
5/07/2007,2861,0.0081,0,14.2524,2.6342
6/07/2007,2486,0,0.0081,14.7878,2.7231
7/07/2007,2300,0.0075,0,14.7622,2.7536
8/07/2007,2081,0.5795,0.0075,14.8805,2.8518
9/07/2007,1863,0.6416,0.5795,14.9171,2.9438
10/07/2007,1684,0.473,0.6416,14.7781,2.6313
11/07/2007,1232,0.2017,0.473,14.5268,2.9155
12/07/2007,1558,0.6251,0.2017,14.6183,2.7012
13/07/2007,2246,0.0366,0.6251,14.8125,2.9033
14/07/2007,2810,0.1891,0.0366,14.2574,2.6525
15/07/2007,4690,22.5743,0.1891,14.6193,2.6473
16/07/2007,6964,0.2679,22.5743,15.1113,2.8648
17/07/2007,7721,0.5289,0.2679,15.5693,3.0976
18/07/2007,5597,1.8406,0.5289,15.4898,2.9584
19/07/2007,4131,0.5228,1.8406,15.0294,2.8449
20/07/2007,3581,19.0507,0.5228,15.1573,2.9541
21/07/2007,3284,5.0135,19.0507,15.0817,3.0323
22/07/2007,2927,0.4136,5.0135,15.3079,3.2436
23/07/2007,3032,1.116,0.4136,15.8961,3.1696
24/07/2007,3430,3.0592,1.116,15.4232,3.1385
25/07/2007,3837,12.6219,3.0592,15.1523,3.043
26/07/2007,4269,26.4488,12.6219,14.5354,2.6464
27/07/2007,5342,14.2572,26.4488,13.7313,2.4301
28/07/2007,6468,0.0414,14.2572,13.3358,3.0214
29/07/2007,5192,0.7869,0.0414,12.8576,2.6682
30/07/2007,5075,0.0081,0.7869,13.6678,3.0158
31/07/2007,5767,0.5031,0.0081,13.8468,3.0722
1/08/2007,5066,0.1039,0.5031,13.9958,3.2352
2/08/2007,3923,0,0.1039,14.2153,3.1804
3/08/2007,4566,0,0,14.3125,3.1342
4/08/2007,4760,0.3083,0,14.3865,3.029
5/08/2007,4354,1.27,0.3083,14.2561,2.78
6/08/2007,3591,0.3979,1.27,15.0775,3.4494
7/08/2007,3249,0,0.3979,15.345,3.2756
8/08/2007,3094,1.8995,0,15.4241,3.3496
9/08/2007,3297,0.2229,1.8995,15.5153,3.0515
10/08/2007,3696,0.8169,0.2229,15.1137,3.1518
11/08/2007,4150,0.3959,0.8169,14.5015,2.8903
12/08/2007,3617,0.54,0.3959,14.1855,2.5388
13/08/2007,4748,0,0.54,14.7812,3.3672
14/08/2007,6298,0.0239,0,15.4011,3.6886
15/08/2007,5449,6.2631,0.0239,15.1505,3.2339
16/08/2007,4018,2.709,6.2631,14.9722,2.9627
17/08/2007,3452,2.1198,2.709,14.8951,3.118
18/08/2007,3185,5.9979,2.1198,14.4624,2.7617
19/08/2007,3798,0.0221,5.9979,14.6572,3.1068
20/08/2007,4412,0.0449,0.0221,14.5976,2.8141
21/08/2007,3663,0,0.0449,14.5474,2.936
22/08/2007,3070,0.0147,0,14.6404,3.3096
23/08/2007,2596,0,0.0147,15.0865,3.6774
24/08/2007,2161,0.0746,0,15.729,3.884
25/08/2007,1889,0.002,0.0746,15.667,3.4877
26/08/2007,1810,11.1886,0.002,15.7133,3.4583
27/08/2007,1937,10.8883,11.1886,15.6723,3.4402
28/08/2007,2025,26.3201,10.8883,15.3556,3.1878
29/08/2007,3213,8.7604,26.3201,14.9733,3.1539
30/08/2007,4644,3.7435,8.7604,14.7505,3.1653
31/08/2007,5002,0.738,3.7435,14.4918,3.0882
1/09/2007,4328,0.3051,0.738,13.9627,2.9625
2/09/2007,4253,0.5525,0.3051,14.3352,3.2569
3/09/2007,3739,0.217,0.5525,15.3249,3.3757
4/09/2007,3123,2.546,0.217,15.4395,3.5418
5/09/2007,3038,7.3492,2.546,14.4365,2.9589
6/09/2007,3623,4.0721,7.3492,14.049,3.1165
7/09/2007,4000,0.3921,4.0721,14.2789,3.2343
8/09/2007,3347,0.3462,0.3921,14.7904,3.3857
9/09/2007,2980,0.1027,0.3462,14.695,3.4124
10/09/2007,2277,0.2896,0.1027,15.1025,3.4448
11/09/2007,2027,1.4573,0.2896,15.199,3.4331
12/09/2007,1965,0.0215,1.4573,15.1575,3.4938
13/09/2007,2312,3.3153,0.0215,14.909,3.4882
14/09/2007,2763,0.0722,3.3153,15.3724,3.7024
15/09/2007,2810,11.5809,0.0722,14.6265,3.0924
16/09/2007,2376,5.0006,11.5809,14.7354,3.4493
17/09/2007,2169,0.2772,5.0006,15.3403,3.5755
18/09/2007,2151,0.0442,0.2772,15.3196,3.7079
19/09/2007,1929,0.5236,0.0442,15.7808,3.6891
20/09/2007,2035,7.7444,0.5236,15.4274,3.3259
21/09/2007,2677,0.5038,7.7444,15.4713,3.7824
22/09/2007,3073,3.2149,0.5038,15.6695,3.7298
23/09/2007,2809,2.3919,3.2149,15.8448,3.8519
24/09/2007,2635,3.6671,2.3919,15.9655,3.6032
25/09/2007,3824,9.7522,3.6671,14.6691,2.9163
26/09/2007,4870,0.1124,9.7522,14.694,3.1538
27/09/2007,4872,0.3519,0.1124,14.8639,3.4786
28/09/2007,3985,1.9788,0.3519,15.1639,3.4313
29/09/2007,3504,5.7458,1.9788,14.4365,3.3168
30/09/2007,3735,2.2082,5.7458,14.2949,3.4438
1/10/2007,3116,0,2.2082,14.7779,3.3699
2/10/2007,3530,0.0141,0,15.2526,3.6951
3/10/2007,3358,0.0247,0.0141,15.5221,3.8237
4/10/2007,2717,0.2701,0.0247,16.0663,4.1011
5/10/2007,2561,0.5875,0.2701,16.4658,3.9953
6/10/2007,2391,0.6496,0.5875,16.2479,3.8498
7/10/2007,2312,0.8088,0.6496,15.7791,3.5508
8/10/2007,2623,3.0063,0.8088,15.3933,3.5851
9/10/2007,3415,19.5514,3.0063,15.1028,3.0888
10/10/2007,4391,1.0214,19.5514,15.6807,3.9294
11/10/2007,4382,1.2871,1.0214,16.3161,3.8465
12/10/2007,3775,2.5752,1.2871,16.3538,3.8988
13/10/2007,2811,6.2321,2.5752,16.2099,3.8508
14/10/2007,2186,5.0667,6.2321,16.3693,3.7635
15/10/2007,2361,1.4485,5.0667,15.9331,3.7036
16/10/2007,2391,1.8734,1.4485,15.1681,2.9587
17/10/2007,2323,8.619,1.8734,15.1208,3.13
18/10/2007,2480,1.5488,8.619,15.5155,3.3785
19/10/2007,2789,26.7474,1.5488,15.0501,3.1058
20/10/2007,3494,1.8525,26.7474,15.4103,3.3649
21/10/2007,5098,17.2145,1.8525,14.8164,3.1358
22/10/2007,6182,6.4169,17.2145,14.7729,2.955
23/10/2007,6284,21.4174,6.4169,14.9558,3.103
24/10/2007,6238,0.1797,21.4174,14.8636,3.3404
25/10/2007,5537,4.3463,0.1797,15.2046,3.3451
26/10/2007,5822,1.0168,4.3463,16.0828,3.6626
27/10/2007,6390,1.2884,1.0168,16.1388,3.861
28/10/2007,6822,13.0197,1.2884,14.7202,3.0313
29/10/2007,7476,0.6756,13.0197,15.0995,3.093
30/10/2007,7484,1.4936,0.6756,15.7277,3.6235
31/10/2007,7064,2.9819,1.4936,15.9545,3.7228
1/11/2007,6245,3.4071,2.9819,16.3433,3.888
2/11/2007,5572,4.4306,3.4071,16.2582,4.0111
3/11/2007,4907,14.9715,4.4306,15.954,3.0211
4/11/2007,4537,5.3181,14.9715,15.4695,3.3074
5/11/2007,4220,6.7968,5.3181,15.9562,3.4951
6/11/2007,3898,15.9245,6.7968,16.084,3.2527
7/11/2007,4196,10.7047,15.9245,15.0521,2.6369
8/11/2007,5512,0.204,10.7047,15.7509,3.5679
9/11/2007,6143,3.7807,0.204,16.4446,3.8253
10/11/2007,5074,31.297,3.7807,16.437,3.7527
11/11/2007,5706,8.8213,31.297,15.9697,3.7919
12/11/2007,5617,20.635,8.8213,15.7022,3.4138
13/11/2007,5227,3.5865,20.635,15.769,3.4718
14/11/2007,5187,0.3679,3.5865,15.7467,3.3483
15/11/2007,5169,0.701,0.3679,15.1545,2.9674
16/11/2007,6866,5.1304,0.701,14.7708,2.5391
17/11/2007,8770,2.316,5.1304,14.9789,3.1195
18/11/2007,9589,0.109,2.316,15.4114,3.3672
19/11/2007,10080,0,0.109,15.6605,3.4237
20/11/2007,8923,0.1711,0,15.7589,3.7438
21/11/2007,7481,0.4567,0.1711,16.143,3.3659
22/11/2007,5943,6.7015,0.4567,15.5164,3.2429
23/11/2007,8142,0.9808,6.7015,15.6555,3.4912
24/11/2007,9874,0.4072,0.9808,16.2193,3.5576
25/11/2007,7847,19.7246,0.4072,15.5551,2.9839
26/11/2007,9310,2.6223,19.7246,15.482,3.3993
27/11/2007,10110,0.6761,2.6223,16.2007,3.8123
28/11/2007,8837,0.0825,0.6761,16.7296,3.8609
29/11/2007,7548,0.3143,0.0825,16.5737,3.4273
30/11/2007,6655,4.1803,0.3143,16.0732,3.7327
1/12/2007,5682,0.2239,4.1803,16.601,4.0302
2/12/2007,4763,0.1195,0.2239,16.1513,3.9105
3/12/2007,4200,0.441,0.1195,16.404,4.1705
4/12/2007,3754,0.4655,0.441,15.7356,4.2669
5/12/2007,3527,0.5715,0.4655,15.1312,4.1823
6/12/2007,3375,3.4112,0.5715,15.4421,3.6402
7/12/2007,2893,9.6141,3.4112,15.561,3.2697
8/12/2007,2424,1.5605,9.6141,16.1694,3.8614
9/12/2007,2146,0.5346,1.5605,15.8321,3.8342
10/12/2007,1948,0.2492,0.5346,16.4776,3.856
11/12/2007,1926,3.1476,0.2492,16.752,3.7328
12/12/2007,1980,4.2495,3.1476,15.8947,3.1754
13/12/2007,1909,3.9938,4.2495,15.8391,3.405
14/12/2007,1972,5.9379,3.9938,16.6276,3.7211
15/12/2007,3512,22.2375,5.9379,16.3199,3.3565
16/12/2007,4844,1.6482,22.2375,15.7083,3.2114
17/12/2007,4354,3.5895,1.6482,15.254,3.0717
18/12/2007,3965,0.0984,3.5895,15.9274,3.8405
19/12/2007,3918,5.7428,0.0984,15.8287,3.4472
20/12/2007,3811,3.4298,5.7428,15.7718,3.4182
21/12/2007,3760,5.8623,3.4298,15.8885,3.4728
22/12/2007,3685,2.1157,5.8623,16.0671,3.3825
23/12/2007,3716,1.1501,2.1157,15.7026,3.4344
24/12/2007,3674,2.484,1.1501,16.0295,3.7515
25/12/2007,3538,13.0918,2.484,16.0026,3.4209
26/12/2007,3954,8.74,13.0918,16.1686,3.3987
27/12/2007,4585,10.5513,8.74,16.0118,3.4145
28/12/2007,6335,4.0927,10.5513,15.7858,3.251
29/12/2007,6493,0.6498,4.0927,15.721,3.5399
30/12/2007,5973,2.3803,0.6498,15.6729,3.505
31/12/2007,5131,1.1433,2.3803,15.7834,3.4765
1/01/2008,5167,1.6346,1.1433,15.8285,3.3509
2/01/2008,5009,0.5718,1.6346,15.1338,3.4079
3/01/2008,4569,0.5727,0.5718,15.504,3.6327
4/01/2008,4465,1.4732,0.5727,15.695,3.634
5/01/2008,4816,0.2882,1.4732,15.5958,3.2962
6/01/2008,5229,1.3123,0.2882,15.3386,3.1335
7/01/2008,7545,5.0304,1.3123,15.5314,3.4193
8/01/2008,8699,12.3053,5.0304,15.762,3.6973
9/01/2008,7308,6.4587,12.3053,16.0767,3.7825
10/01/2008,6000,13.6784,6.4587,16.1556,3.7843
11/01/2008,5061,11.1083,13.6784,16.0258,3.5235
12/01/2008,5153,25.0026,11.1083,15.0964,2.9286
13/01/2008,7786,4.0537,25.0026,15.0099,3.1309
14/01/2008,6731,0.5763,4.0537,15.3131,3.4463
15/01/2008,5029,10.3742,0.5763,15.3641,3.2113
16/01/2008,5000,12.8932,10.3742,15.5649,3.4041
17/01/2008,5180,5.625,12.8932,15.8615,3.4495
18/01/2008,5482,7.2654,5.625,15.7356,3.3843
19/01/2008,5692,0.012,7.2654,15.8939,3.5007
20/01/2008,5463,0.5901,0.012,15.8992,3.6354
21/01/2008,5264,0.7023,0.5901,16.0851,3.5584
22/01/2008,4748,0.3103,0.7023,16.3238,3.7374
23/01/2008,4350,0.4574,0.3103,16.5519,3.7796
24/01/2008,4366,1.5043,0.4574,15.9465,3.4332
25/01/2008,5343,2.6801,1.5043,15.9866,3.5659
26/01/2008,5588,0.4542,2.6801,16.4939,3.6639
27/01/2008,4825,2.0122,0.4542,16.9275,4.0055
28/01/2008,4441,29.3875,2.0122,16.3279,3.554
29/01/2008,5600,7.6083,29.3875,15.9755,3.2285
30/01/2008,5393,4.0612,7.6083,15.9923,3.4139
31/01/2008,5186,0.3373,4.0612,15.8649,3.5677
1/02/2008,4838,0.3574,0.3373,16.5067,4.2457
2/02/2008,4301,0.8292,0.3574,16.3436,4.2277
3/02/2008,3818,9.0951,0.8292,15.1852,3.3653
4/02/2008,3884,1.1015,9.0951,14.6548,2.8193
5/02/2008,4185,0,1.1015,14.8758,3.4703
6/02/2008,4143,1.5536,0,15.443,3.2407
7/02/2008,4211,3.4389,1.5536,15.7461,3.6049
8/02/2008,4747,0.4394,3.4389,15.0895,3.4564
9/02/2008,5412,2.7695,0.4394,15.5955,3.8342
10/02/2008,5216,0.5161,2.7695,15.7396,4.0218
11/02/2008,4864,0.5133,0.5161,15.9734,3.8121
12/02/2008,4491,11.2358,0.5133,15.4979,3.4098
13/02/2008,6430,6.5868,11.2358,15.3001,3.2405
14/02/2008,9340,0.7866,6.5868,15.7378,3.6903
15/02/2008,9177,4.4507,0.7866,16.0372,3.6314
16/02/2008,8101,3.1297,4.4507,16.1429,3.698
17/02/2008,8446,14.0785,3.1297,15.6833,3.5533
18/02/2008,7767,12.0014,14.0785,15.5064,3.3413
19/02/2008,8915,19.0449,12.0014,15.6697,3.6334
20/02/2008,9699,37.6735,19.0449,15.9379,3.5923
21/02/2008,9911,12.3667,37.6735,16.0135,3.7207
22/02/2008,9596,22.8232,12.3667,15.8513,3.52
23/02/2008,9672,5.4683,22.8232,15.5719,3.4727
24/02/2008,9212,2.457,5.4683,15.8917,3.9311
25/02/2008,8307,12.356,2.457,15.9288,3.421
26/02/2008,8345,1.9729,12.356,16.1205,3.605
27/02/2008,7890,22.2072,1.9729,15.6168,3.3062
28/02/2008,7785,4.7475,22.2072,15.8041,3.2932
29/02/2008,8843,11.0311,4.7475,15.5097,3.5702
1/03/2008,9660,0.4749,11.0311,16.2035,3.837
2/03/2008,9341,4.0927,0.4749,16.1052,3.7751
3/03/2008,7816,2.7424,4.0927,16.2623,3.7264
4/03/2008,6342,15.2304,2.7424,15.7113,3.1389
5/03/2008,5934,9.7965,15.2304,15.7832,3.7688
6/03/2008,5908,7.3226,9.7965,16.1359,3.9905
7/03/2008,5893,10.5033,7.3226,16.1648,3.7142
8/03/2008,5431,13.9532,10.5033,15.4977,3.6151
9/03/2008,4906,3.5266,13.9532,15.5156,3.6943
10/03/2008,4713,6.1305,3.5266,15.6783,3.7352
11/03/2008,5073,20.5105,6.1305,15.1327,3.1634
12/03/2008,4794,7.7922,20.5105,14.843,3.3892
13/03/2008,4328,1.6987,7.7922,14.8859,3.2765
14/03/2008,3958,0.6787,1.6987,15.4979,3.7109
15/03/2008,4425,12.3965,0.6787,15.095,3.2251
16/03/2008,4686,9.9207,12.3965,15.4201,3.5971
17/03/2008,4831,2.8527,9.9207,15.6594,3.8034
18/03/2008,5337,1.9501,2.8527,15.5117,3.4956
19/03/2008,5592,1.233,1.9501,15.3778,3.4228
20/03/2008,5658,2.4392,1.233,15.8156,3.5971
21/03/2008,6003,2.1858,2.4392,15.9445,3.5523
22/03/2008,5895,15.563,2.1858,15.1755,3.221
23/03/2008,6823,2.88,15.563,15.2823,3.5952
24/03/2008,7096,6.1572,2.88,15.331,3.2799
25/03/2008,8256,0.3602,6.1572,15.6202,3.7165
26/03/2008,7584,0.1236,0.3602,16.4026,4.0002
27/03/2008,5881,5.3327,0.1236,16.7512,3.9788
28/03/2008,5100,20.2119,5.3327,15.7327,3.049
29/03/2008,5987,16.3868,20.2119,15.4179,3.0904
30/03/2008,6405,17.0637,16.3868,15.6088,3.2048
31/03/2008,6481,3.5299,17.0637,16.1245,3.5615
1/04/2008,6044,16.6318,3.5299,16.1976,3.6286
2/04/2008,5499,3.8967,16.6318,16.1011,3.4854
3/04/2008,5299,14.7536,3.8967,14.9554,2.9715
4/04/2008,4969,0.5227,14.7536,14.802,3.3334
5/04/2008,4908,1.7609,0.5227,14.8381,3.1309
6/04/2008,5553,0.5257,1.7609,15.2254,3.4437
7/04/2008,5090,5.4977,0.5257,15.4127,3.9429
8/04/2008,4670,9.3892,5.4977,16.0507,3.8065
9/04/2008,4931,6.2291,9.3892,15.7096,3.3542
10/04/2008,5849,5.5495,6.2291,15.3581,3.2283
11/04/2008,6134,0.7073,5.5495,15.4214,3.539
12/04/2008,5752,15.7475,0.7073,15.4464,3.3801
13/04/2008,5829,4.7722,15.7475,15.2995,3.1755
14/04/2008,5121,2.9431,4.7722,15.5254,3.4306
15/04/2008,5545,16.3577,2.9431,15.1707,2.79
16/04/2008,6989,4.5801,16.3577,15.5735,3.5061
17/04/2008,7385,1.3872,4.5801,15.6119,3.0872
18/04/2008,6735,1.6007,1.3872,15.6114,3.023
19/04/2008,6364,1.1348,1.6007,15.7849,3.2459
20/04/2008,6664,0.1056,1.1348,16.3404,3.7844
21/04/2008,7529,0.6575,0.1056,16.3374,3.4174
22/04/2008,6476,5.2819,0.6575,15.9605,3.2659
23/04/2008,7231,0.2584,5.2819,15.9431,3.3458
24/04/2008,7023,2.1865,0.2584,15.4999,3.0935
25/04/2008,5935,15.1573,2.1865,15.9889,3.5606
26/04/2008,5756,0.02,15.1573,16.1851,3.2844
27/04/2008,5829,19.0526,0.02,15.6193,3.0613
28/04/2008,5556,1.8255,19.0526,16.1352,3.3515
29/04/2008,5385,7.6879,1.8255,16.2764,3.5105
30/04/2008,5708,3.7108,7.6879,16.1902,3.4001
1/05/2008,5480,20.3016,3.7108,16.2101,3.0206
2/05/2008,6539,8.9307,20.3016,15.3847,2.9515
3/05/2008,6384,8.9626,8.9307,14.6367,2.5898
4/05/2008,9061,0,8.9626,15.112,2.9318
5/05/2008,9440,0,0,14.8903,3.108
6/05/2008,7410,0.0433,0,15.2373,3.3128
7/05/2008,5133,0.0036,0.0433,15.2064,3.4564
8/05/2008,4443,0.0361,0.0036,15.5168,3.2312
9/05/2008,4052,0.0816,0.0361,15.662,3.2424
10/05/2008,4444,9.3999,0.0816,14.2987,2.4518
11/05/2008,8344,0.6429,9.3999,14.313,3.1153
12/05/2008,8294,0.0688,0.6429,14.8413,3.0396
13/05/2008,6626,0.1443,0.0688,15.036,2.7224
14/05/2008,6606,0.1172,0.1443,14.7311,2.7373
15/05/2008,6225,0.0725,0.1172,15.4726,3.2132
16/05/2008,6167,0.0078,0.0725,15.8365,3.1456
17/05/2008,6250,17.1134,0.0078,15.7466,2.7921
18/05/2008,7557,2.5205,17.1134,15.4166,2.9919
19/05/2008,6544,8.214,2.5205,15.3349,2.8149
20/05/2008,6542,6.2006,8.214,15.0946,2.9676
21/05/2008,6372,0.3574,6.2006,15.7497,3.2515
22/05/2008,5742,9.5739,0.3574,15.8133,3.0218
23/05/2008,5423,4.186,9.5739,15.543,3.0363
24/05/2008,5065,0.0584,4.186,15.9415,3.3913
25/05/2008,4878,3.6917,0.0584,15.6233,2.8939
26/05/2008,5161,5.5384,3.6917,15.2332,2.8107
27/05/2008,4672,5.5325,5.5384,14.6941,2.5101
28/05/2008,5182,7.285,5.5325,14.2647,2.6962
29/05/2008,6303,2.7026,7.285,14.8281,2.7071
30/05/2008,5931,9.023,2.7026,14.8776,2.867
31/05/2008,5097,11.2469,9.023,14.3516,2.4056
1/06/2008,5482,12.251,11.2469,14.2242,2.5032
2/06/2008,5882,0.0392,12.251,14.5344,2.5921
3/06/2008,6178,0,0.0392,14.7589,2.7451
4/06/2008,5588,0,0,14.5819,2.9698
5/06/2008,4615,0,0,14.7556,3.389
6/06/2008,3984,0.0034,0,15.223,3.2399
7/06/2008,3606,0,0.0034,15.7766,2.9882
8/06/2008,3244,0.0064,0,15.597,2.891
9/06/2008,2960,0.0337,0.0064,15.5383,3.0521
10/06/2008,3191,2.4151,0.0337,15.4521,2.6193
11/06/2008,3362,0.084,2.4151,15.4982,2.8614
12/06/2008,3326,0.0718,0.084,15.6594,3.0917
