date,q,pp,pp-1,t,pet
11/04/1996,8311,20.0367,1.7505,15.4864,2.5381
12/04/1996,9050,1.3003,20.0367,15.6363,3.3167
13/04/1996,8156,6.2132,1.3003,15.6806,3.3017
14/04/1996,6836,11.2913,6.2132,15.6705,3.1682
15/04/1996,6320,8.0292,11.2913,15.9257,3.6493
16/04/1996,6001,4.5348,8.0292,15.6575,3.2679
17/04/1996,5181,19.2417,4.5348,14.9618,2.7223
18/04/1996,5114,17.3381,19.2417,13.9883,2.2285
19/04/1996,5018,1.721,17.3381,14.0982,2.7745
20/04/1996,5172,0.9632,1.721,14.7695,3.0019
21/04/1996,5352,0.8604,0.9632,15.2145,2.9389
22/04/1996,5222,0.0229,0.8604,15.1752,3.046
23/04/1996,4843,0.1521,0.0229,15.671,3.363
24/04/1996,4392,1.8108,0.1521,15.6442,2.9705
25/04/1996,3703,1.3732,1.8108,15.5003,3.2279
26/04/1996,4396,2.2492,1.3732,15.2348,2.6146
27/04/1996,5055,2.343,2.2492,14.8805,2.9108
28/04/1996,5135,4.1978,2.343,15.2154,3.0363
29/04/1996,4953,2.8378,4.1978,15.3736,2.9138
30/04/1996,5946,15.6963,2.8378,14.6363,2.5274
1/05/1996,7690,0.6971,15.6963,14.601,2.3207
2/05/1996,9888,0.2106,0.6971,15.3005,3.0784
3/05/1996,10430,0.9408,0.2106,15.0899,2.7544
4/05/1996,8947,0.1459,0.9408,15.0265,2.8813
5/05/1996,7526,0.7497,0.1459,15.3355,2.8521
6/05/1996,6232,0.3257,0.7497,15.7457,3.1329
7/05/1996,5494,0.0127,0.3257,16.0579,3.072
8/05/1996,4668,0.0318,0.0127,16.0221,2.9619
9/05/1996,4596,2.92,0.0318,15.1144,2.528
10/05/1996,5090,0.6039,2.92,14.8984,2.3345
11/05/1996,5069,0.0125,0.6039,15.0875,2.6383
12/05/1996,5133,8.6711,0.0125,15.6012,3.3144
13/05/1996,5163,0.2742,8.6711,15.8848,2.968
14/05/1996,5980,16.1745,0.2742,15.7273,2.6615
15/05/1996,6840,2.3497,16.1745,15.2471,2.9678
16/05/1996,6120,1.3279,2.3497,15.5854,3.1826
17/05/1996,5213,3.9971,1.3279,15.4871,3.0385
18/05/1996,5189,3.8096,3.9971,15.0968,2.8135
19/05/1996,5539,6.1305,3.8096,15.2607,2.8934
20/05/1996,4955,8.3082,6.1305,15.4547,3.12
21/05/1996,4346,6.4636,8.3082,15.6666,2.988
22/05/1996,4077,1.973,6.4636,15.4126,2.9857
23/05/1996,3715,6.6727,1.973,15.2342,2.9901
24/05/1996,3644,2.3452,6.6727,15.0388,3.1515
25/05/1996,3407,0.0682,2.3452,15.1609,2.8146
26/05/1996,3219,1.1647,0.0682,15.3592,3.0671
27/05/1996,3222,9.7897,1.1647,14.1719,2.4229
28/05/1996,3499,7.8234,9.7897,14.4485,2.6362
29/05/1996,3808,0.8041,7.8234,15.1872,2.8634
30/05/1996,4016,1.5139,0.8041,15.27,3.313
31/05/1996,4223,7.9797,1.5139,15.1894,2.7842
1/06/1996,4397,1.6586,7.9797,14.6067,2.6257
2/06/1996,4570,34.5165,1.6586,14.3724,2.0391
3/06/1996,4889,13.614,34.5165,14.2506,2.4014
4/06/1996,5418,0.138,13.614,13.6581,2.1408
5/06/1996,6100,0.0439,0.138,13.9045,2.5701
6/06/1996,5690,0.0612,0.0439,13.6639,2.7375
7/06/1996,4686,0.0483,0.0612,14.0838,2.888
8/06/1996,4045,0,0.0483,13.7065,2.7112
9/06/1996,3437,0.0296,0,14.0461,2.6424
10/06/1996,3008,0.0575,0.0296,14.2664,2.3235
11/06/1996,2811,0,0.0575,14.2027,2.5929
12/06/1996,2692,0.1973,0,14.377,2.5313
13/06/1996,2682,0.0882,0.1973,14.7567,2.659
14/06/1996,2775,0.5626,0.0882,15.295,2.9758
15/06/1996,2725,0.0835,0.5626,15.2219,2.798
16/06/1996,2390,0.5464,0.0835,15.1389,2.5453
17/06/1996,2353,1.2515,0.5464,14.8539,2.595
18/06/1996,2422,0.6239,1.2515,15.1514,2.6856
19/06/1996,2775,0.0706,0.6239,15.3657,2.8925
20/06/1996,2558,1.0115,0.0706,14.2469,2.432
21/06/1996,2309,1.3683,1.0115,14.4186,2.3287
22/06/1996,2241,2.1667,1.3683,14.8,2.4441
23/06/1996,2705,1.2524,2.1667,14.8737,2.3465
24/06/1996,4001,0.0376,1.2524,14.2698,2.5318
25/06/1996,5378,1.8679,0.0376,15.1696,2.9347
26/06/1996,4547,0.9987,1.8679,15.3506,3.1278
27/06/1996,4011,0.3862,0.9987,15.1538,2.8387
28/06/1996,3883,25.72,0.3862,15.0232,2.71
29/06/1996,3233,16.0779,25.72,14.0915,2.4218
30/06/1996,3158,0.5896,16.0779,13.1092,2.0969
1/07/1996,3710,4.4896,0.5896,13.2967,2.5781
2/07/1996,3321,0.1837,4.4896,13.6802,2.9409
3/07/1996,3133,0,0.1837,13.7257,3.247
4/07/1996,2849,0.3185,0,13.8989,3.1103
5/07/1996,2328,0.0136,0.3185,13.9068,2.7629
6/07/1996,2132,0.0991,0.0136,14.3177,2.9563
7/07/1996,1966,0.065,0.0991,14.7273,3.2016
8/07/1996,1732,1.0138,0.065,15.0695,3.1085
9/07/1996,1365,0.926,1.0138,14.6447,2.8775
10/07/1996,1694,6.1924,0.926,14.0467,2.5204
11/07/1996,2428,1.6974,6.1924,13.8231,2.1714
12/07/1996,3123,4.341,1.6974,13.762,2.5618
13/07/1996,3497,0.2756,4.341,13.8378,2.6853
14/07/1996,3753,0,0.2756,13.6821,3.1468
15/07/1996,2749,0,0,12.7636,2.3241
16/07/1996,2154,0.1393,0,12.3158,2.0461
17/07/1996,2120,0.2266,0.1393,12.6903,2.2206
18/07/1996,2867,1.201,0.2266,12.7202,2.4345
19/07/1996,3594,1.6264,1.201,12.9239,2.2556
20/07/1996,4482,1.7855,1.6264,13.4269,2.3045
21/07/1996,5438,4.3669,1.7855,13.701,2.5171
22/07/1996,5194,4.6841,4.3669,12.88,2.0952
23/07/1996,4226,0.3796,4.6841,13.4851,3.0019
24/07/1996,3707,0.0096,0.3796,14.0963,3.0692
25/07/1996,2726,0.2121,0.0096,14.5052,3.1081
26/07/1996,2372,0.6939,0.2121,14.2875,3.1255
27/07/1996,2056,0.4777,0.6939,14.9071,3.2045
28/07/1996,3866,1.21,0.4777,14.4682,2.5757
29/07/1996,4147,21.3975,1.21,13.7938,2.1906
30/07/1996,3884,5.3774,21.3975,13.6087,2.1945
31/07/1996,3856,1.3877,5.3774,14.0752,2.5173
1/08/1996,5105,0.7805,1.3877,14.4191,2.7795
2/08/1996,4386,0.0033,0.7805,14.0188,2.9048
3/08/1996,2908,0.0046,0.0033,13.9723,2.7641
4/08/1996,2178,0,0.0046,14.0236,2.5625
5/08/1996,1986,0.0251,0,14.1618,2.7041
6/08/1996,1877,0,0.0251,14.3916,2.8575
7/08/1996,1925,5.2206,0,13.7838,2.6131
8/08/1996,3276,2.4927,5.2206,13.9624,2.6965
9/08/1996,4553,2.0909,2.4927,14.0654,2.8071
10/08/1996,4771,0,2.0909,14.5669,3.1514
11/08/1996,4746,0.0612,0,14.6855,3.2773
12/08/1996,3444,1.6204,0.0612,14.2753,3.5169
13/08/1996,2338,4.6743,1.6204,14.9587,3.4138
14/08/1996,2104,1.2866,4.6743,15.2604,3.3901
15/08/1996,2122,6.3778,1.2866,14.4978,3.0697
16/08/1996,2748,1.6452,6.3778,13.7372,2.8306
17/08/1996,3911,4.1554,1.6452,13.6377,2.8528
18/08/1996,3855,0.289,4.1554,13.3921,2.3504
19/08/1996,2974,0.089,0.289,13.7185,3.177
20/08/1996,2432,0.2242,0.089,14.246,3.379
21/08/1996,2362,2.5299,0.2242,14.5052,2.9927
22/08/1996,2553,2.2258,2.5299,14.6424,3.1505
23/08/1996,3137,0.2944,2.2258,14.5477,2.9698
24/08/1996,3008,2.7108,0.2944,15.2299,3.2903
25/08/1996,2252,1.4517,2.7108,15.83,3.6159
26/08/1996,2003,0.2223,1.4517,15.454,3.5901
27/08/1996,1827,6.4674,0.2223,15.2507,3.2997
28/08/1996,1745,17.2626,6.4674,14.5151,2.4653
29/08/1996,2759,2.9366,17.2626,14.542,2.8453
30/08/1996,3627,1.9573,2.9366,14.7683,2.9845
31/08/1996,4174,0.0174,1.9573,14.6799,3.3498
1/09/1996,4728,0.2938,0.0174,14.8646,3.5842
2/09/1996,3594,0.6872,0.2938,15.3522,3.5181
3/09/1996,2735,0.9745,0.6872,15.2467,3.3697
4/09/1996,2814,1.0272,0.9745,15.629,3.8253
5/09/1996,2544,4.4255,1.0272,15.2423,3.6756
6/09/1996,2492,2.2086,4.4255,14.6221,3.7802
7/09/1996,2243,4.0606,2.2086,14.2474,3.4733
8/09/1996,2015,1.6941,4.0606,15.4381,4.0367
9/09/1996,2140,3.3413,1.6941,15.0996,3.3194
10/09/1996,2800,5.5928,3.3413,15.0792,3.2949
11/09/1996,3752,9.9528,5.5928,14.3139,2.6652
12/09/1996,4666,0,9.9528,14.1058,3.1691
13/09/1996,4172,0.0101,0,14.4998,3.3157
14/09/1996,3205,0.0789,0.0101,14.2977,3.3178
15/09/1996,2824,0.2595,0.0789,14.4665,3.3226
16/09/1996,3145,0.581,0.2595,13.7533,2.5207
17/09/1996,4353,0.4518,0.581,14.4663,3.2663
18/09/1996,3665,0.6378,0.4518,15.225,3.4544
19/09/1996,3141,3.1451,0.6378,15.2125,3.1939
20/09/1996,2970,5.4401,3.1451,14.8045,3.0384
21/09/1996,3307,13.1042,5.4401,14.8813,3.2704
22/09/1996,3416,0.6108,13.1042,15.0229,3.4354
23/09/1996,3211,1.4018,0.6108,14.9434,3.3506
24/09/1996,2688,2.8036,1.4018,15.1252,3.4078
25/09/1996,2100,7.2926,2.8036,14.5532,2.8951
26/09/1996,2346,3.6965,7.2926,14.264,2.8882
27/09/1996,2744,1.2151,3.6965,14.5521,3.4438
28/09/1996,2639,1.0012,1.2151,14.9974,3.441
29/09/1996,2496,2.9015,1.0012,14.4712,3.1923
30/09/1996,2597,1.6633,2.9015,14.2618,3.1242
1/10/1996,4647,0.306,1.6633,14.6445,3.2165
2/10/1996,4625,1.671,0.306,14.9093,3.351
3/10/1996,3866,3.7314,1.671,14.8445,3.7045
4/10/1996,3601,5.6224,3.7314,15.149,3.4441
5/10/1996,2952,1.9791,5.6224,15.2259,3.6877
6/10/1996,2921,6.6868,1.9791,14.9304,3.1343
7/10/1996,4348,6.3026,6.6868,14.7088,3.3372
8/10/1996,5665,0.7838,6.3026,14.8161,3.1714
9/10/1996,5174,5.9581,0.7838,15.3164,3.6646
10/10/1996,3987,9.6058,5.9581,15.5159,3.7913
11/10/1996,3378,2.4849,9.6058,15.5412,3.7221
12/10/1996,3557,15.9992,2.4849,14.8304,3.106
13/10/1996,3707,0.9348,15.9992,15.2146,3.7761
14/10/1996,4569,2.3208,0.9348,14.8289,3.0475
15/10/1996,4686,10.8227,2.3208,13.6975,2.2896
16/10/1996,6863,0.2342,10.8227,14.1385,3.3725
17/10/1996,5440,0.4158,0.2342,14.9717,3.7037
18/10/1996,4149,1.1418,0.4158,15.2095,3.8645
19/10/1996,3253,4.4655,1.1418,15.613,3.7153
20/10/1996,3643,6.638,4.4655,15.8232,3.5805
21/10/1996,4074,2.9846,6.638,15.2598,3.3851
22/10/1996,3943,10.6515,2.9846,14.8896,3.1716
23/10/1996,4298,2.6354,10.6515,14.8593,3.1471
24/10/1996,4194,1.3149,2.6354,14.9994,3.3807
25/10/1996,4163,2.6631,1.3149,15.1455,3.7013
26/10/1996,3923,2.471,2.6631,15.4253,3.2984
27/10/1996,3971,0.5651,2.471,15.6569,3.5174
28/10/1996,4211,4.662,0.5651,15.6452,3.664
29/10/1996,4907,22.3336,4.662,14.7039,2.6954
30/10/1996,6570,2.2169,22.3336,14.4208,3.1735
31/10/1996,7019,0.7902,2.2169,14.5828,3.319
1/11/1996,6933,3.0939,0.7902,15.0668,3.5451
2/11/1996,6692,4.1449,3.0939,15.1872,3.7287
3/11/1996,6001,2.8748,4.1449,15.0896,3.674
4/11/1996,5286,3.6165,2.8748,15.7603,3.5243
5/11/1996,5506,0.8172,3.6165,14.6851,2.8997
6/11/1996,6461,0.97,0.8172,15.0136,3.4187
7/11/1996,6199,0.2811,0.97,15.3765,3.5237
8/11/1996,6000,0.817,0.2811,15.4951,3.8596
9/11/1996,5134,0.0011,0.817,15.5176,4.0861
10/11/1996,3994,0.6063,0.0011,14.4529,3.2745
11/11/1996,3529,0.1439,0.6063,14.799,3.4844
12/11/1996,3188,0.0125,0.1439,14.8739,3.4605
13/11/1996,3546,0.119,0.0125,15.6005,3.8615
14/11/1996,2997,0.2189,0.119,16.121,4.0764
15/11/1996,2388,0.8684,0.2189,16.1298,4.4553
16/11/1996,1850,0.3354,0.8684,15.33,4.0056
17/11/1996,2116,1.3782,0.3354,14.9318,3.8331
18/11/1996,1824,1.3445,1.3782,15.6864,3.9298
19/11/1996,1624,2.1199,1.3445,14.7382,3.9107
20/11/1996,1846,5.0643,2.1199,14.5242,3.6594
21/11/1996,2620,15.3512,5.0643,14.7131,3.5719
22/11/1996,2618,0.6049,15.3512,15.4414,4.1677
23/11/1996,2534,0.4181,0.6049,15.1663,3.8177
24/11/1996,2945,2.0562,0.4181,14.9474,3.1505
25/11/1996,4578,5.5845,2.0562,14.8137,2.9701
26/11/1996,3988,0.6213,5.5845,15.3977,3.5078
27/11/1996,3484,0.2427,0.6213,15.332,3.2766
28/11/1996,4058,1.1407,0.2427,15.5901,3.7766
29/11/1996,2864,15.4693,1.1407,15.3115,3.0281
30/11/1996,2237,9.6225,15.4693,15.1581,3.1855
1/12/1996,2482,4.1969,9.6225,15.3094,3.4873
2/12/1996,3151,10.856,4.1969,14.8627,3.4374
3/12/1996,3543,2.7585,10.856,14.9143,3.4227
4/12/1996,3966,4.8028,2.7585,15.149,3.3668
5/12/1996,4233,21.4344,4.8028,14.1587,2.7171
6/12/1996,3980,1.2808,21.4344,14.0194,2.928
7/12/1996,3119,0.8668,1.2808,14.5323,3.1782
8/12/1996,2632,0.6216,0.8668,15.0176,3.6099
9/12/1996,2449,2.1794,0.6216,15.5645,3.4193
10/12/1996,3948,34.8888,2.1794,13.8421,2.5035
11/12/1996,5992,1.2769,34.8888,13.9008,3.2611
12/12/1996,5430,0.8194,1.2769,14.8884,3.3847
13/12/1996,4168,0.7995,0.8194,15.0616,3.2755
14/12/1996,3450,3.8738,0.7995,14.17,3.1197
15/12/1996,4287,5.5351,3.8738,14.4525,2.9445
16/12/1996,4711,0.2333,5.5351,14.1036,3.0631
17/12/1996,4909,5.8684,0.2333,14.373,3.6062
18/12/1996,4508,3.2488,5.8684,14.5961,3.4875
19/12/1996,3791,3.9259,3.2488,15.3133,3.606
20/12/1996,3167,2.858,3.9259,14.9916,3.5568
21/12/1996,2610,0.9267,2.858,15.4151,3.6011
22/12/1996,2335,0.0635,0.9267,15.5713,3.6752
23/12/1996,2057,0,0.0635,15.9138,3.6812
24/12/1996,1752,0,0,15.9787,3.2637
25/12/1996,1573,0.0477,0,15.2842,3.3979
26/12/1996,1696,0.8842,0.0477,15.2931,3.1594
27/12/1996,2029,0.2925,0.8842,15.4701,3.5838
28/12/1996,2390,0,0.2925,15.8637,3.8781
29/12/1996,2729,0.9001,0,16.297,3.8683
30/12/1996,3044,0.3683,0.9001,16.0709,3.8019
31/12/1996,3333,1.393,0.3683,16.0549,3.5134
1/01/1997,4055,0.004,1.393,16.1887,3.9681
2/01/1997,3706,1.2459,0.004,16.3503,3.7238
3/01/1997,3429,4.2367,1.2459,15.8039,3.4259
4/01/1997,3958,9.5898,4.2367,15.05,3.0093
5/01/1997,4386,0.774,9.5898,15.7351,3.7219
6/01/1997,3808,0.8975,0.774,16.2182,3.8966
7/01/1997,2989,1.918,0.8975,16.1349,3.5204
8/01/1997,2439,6.8432,1.918,15.97,3.3915
9/01/1997,2592,10.5241,6.8432,15.6254,3.2243
10/01/1997,2665,6.7987,10.5241,15.7066,3.3387
11/01/1997,3527,14.3613,6.7987,15.5124,3.1452
12/01/1997,3942,7.724,14.3613,15.466,3.094
13/01/1997,3738,11.5482,7.724,15.8931,3.3252
14/01/1997,3810,2.09,11.5482,15.2889,3.425
15/01/1997,4390,7.1143,2.09,14.8643,3.3113
16/01/1997,5887,3.0231,7.1143,14.9858,3.0681
17/01/1997,5359,3.3495,3.0231,15.2371,3.2988
18/01/1997,4151,4.6154,3.3495,15.0405,3.6132
19/01/1997,4099,11.1051,4.6154,14.8467,3.551
20/01/1997,4088,2.0006,11.1051,14.849,3.4027
21/01/1997,3640,0.8023,2.0006,15.0178,3.5706
22/01/1997,3495,0.0101,0.8023,15.2667,3.8371
23/01/1997,3221,3.3478,0.0101,14.9275,3.4019
24/01/1997,3391,6.1017,3.3478,15.3535,3.2425
25/01/1997,3878,1.0406,6.1017,15.2928,3.3305
26/01/1997,3116,1.0227,1.0406,15.9037,3.7368
27/01/1997,2700,3.7208,1.0227,15.4618,3.5246
28/01/1997,3023,3.0795,3.7208,15.4126,3.5734
29/01/1997,3372,2.8197,3.0795,15.8114,3.8747
30/01/1997,3640,6.0148,2.8197,15.2587,3.7068
31/01/1997,3450,5.6391,6.0148,15.2712,3.6654
1/02/1997,3388,0.9827,5.6391,15.4768,4.2167
2/02/1997,2748,5.9895,0.9827,15.824,3.8191
3/02/1997,2272,9.7255,5.9895,15.8117,3.407
4/02/1997,2696,8.4557,9.7255,15.8654,3.4062
5/02/1997,2871,30.1862,8.4557,14.6786,2.9527
6/02/1997,3364,12.588,30.1862,14.2731,2.941
7/02/1997,3253,5.2872,12.588,14.4442,3.1329
8/02/1997,4220,11.3962,5.2872,14.1389,2.7105
9/02/1997,5662,1.5715,11.3962,14.8656,3.536
10/02/1997,5312,7.3456,1.5715,14.7833,3.0216
11/02/1997,5718,20.6633,7.3456,14.8216,3.0076
12/02/1997,5440,8.6604,20.6633,14.7209,3.2843
13/02/1997,6814,2.3003,8.6604,14.8211,3.3052
14/02/1997,5794,1.8868,2.3003,14.8936,3.2366
15/02/1997,5698,0.28,1.8868,15.5117,3.698
16/02/1997,7684,6.1965,0.28,14.77,3.0826
17/02/1997,9665,4.354,6.1965,15.0528,3.3432
18/02/1997,9499,2.6837,4.354,15.0677,3.4918
19/02/1997,8462,2.2829,2.6837,14.9814,3.0304
20/02/1997,7398,1.8221,2.2829,15.0062,3.1678
21/02/1997,7365,2.2551,1.8221,14.9503,2.9117
22/02/1997,7342,4.8705,2.2551,14.7633,3.028
23/02/1997,7715,3.6708,4.8705,14.6616,2.6722
24/02/1997,8933,1.2319,3.6708,14.6768,2.9151
25/02/1997,10740,0.4573,1.2319,14.7626,3.2617
26/02/1997,13780,0.4995,0.4573,15.3038,3.6798
27/02/1997,13840,1.1677,0.4995,14.9829,2.9945
28/02/1997,13550,8.9375,1.1677,15.0172,3.1221
1/03/1997,13810,2.0253,8.9375,15.6532,3.7384
2/03/1997,13160,5.5763,2.0253,16.3102,3.8163
3/03/1997,10580,1.1468,5.5763,16.3303,3.5673
4/03/1997,7286,1.5491,1.1468,15.8324,3.2697
5/03/1997,6367,3.0902,1.5491,15.314,3.2147
6/03/1997,5338,3.1688,3.0902,15.2289,3.3014
7/03/1997,5137,5.1344,3.1688,15.0585,3.2905
8/03/1997,4684,4.8439,5.1344,14.8496,3.1151
9/03/1997,4772,10.446,4.8439,14.9779,3.162
10/03/1997,7565,7.1195,10.446,14.8918,3.17
11/03/1997,10500,5.2857,7.1195,15.6851,3.4193
12/03/1997,11080,2.6146,5.2857,15.5293,3.4381
13/03/1997,11080,3.6721,2.6146,15.7885,3.6464
14/03/1997,10170,2.8758,3.6721,16.1313,3.4824
15/03/1997,9176,11.285,2.8758,15.6109,3.2616
16/03/1997,8125,9.3536,11.285,15.6446,3.5471
17/03/1997,7493,8.7672,9.3536,15.2736,3.56
18/03/1997,6904,11.0742,8.7672,15.8073,3.4937
19/03/1997,6233,0.2363,11.0742,16.013,3.6342
20/03/1997,5613,7.3327,0.2363,15.9776,3.4765
21/03/1997,4723,9.0684,7.3327,15.7505,3.5577
22/03/1997,4283,1.9101,9.0684,16.1634,3.8966
23/03/1997,3975,0.6274,1.9101,16.519,4.1015
24/03/1997,3545,1.6967,0.6274,15.96,3.7766
25/03/1997,3146,2.4923,1.6967,16.0508,3.7072
26/03/1997,2870,9.6413,2.4923,16.0721,4.2628
27/03/1997,2536,6.8299,9.6413,16.2556,4.0651
28/03/1997,2198,6.4869,6.8299,15.6102,3.8943
29/03/1997,1934,12.1084,6.4869,15.0316,3.132
30/03/1997,1732,0.1919,12.1084,15.5612,3.677
31/03/1997,1864,0.064,0.1919,15.9573,3.4121
1/04/1997,3771,2.0957,0.064,15.5746,3.6464
2/04/1997,3801,0.2439,2.0957,15.6049,3.7255
3/04/1997,3430,1.8189,0.2439,14.962,3.0547
4/04/1997,3337,0.0223,1.8189,15.0149,3.5561
5/04/1997,3747,0,0.0223,15.4229,3.6923
6/04/1997,4043,7.2178,0,15.3084,3.2274
7/04/1997,4427,0.475,7.2178,14.6376,2.9387
8/04/1997,4989,0,0.475,14.6886,2.506
9/04/1997,5595,0.1049,0,14.9285,3.1686
10/04/1997,6234,0.1842,0.1049,15.2532,3.0834
11/04/1997,6982,4.8118,0.1842,15.1097,3.0293
12/04/1997,7576,7.48,4.8118,15.2756,2.8716
13/04/1997,8251,5.6095,7.48,15.1537,3.0738
14/04/1997,9260,3.0079,5.6095,15.5641,3.3229
15/04/1997,9534,3.0256,3.0079,15.8582,3.4442
16/04/1997,7550,0.6376,3.0256,15.5439,3.0777
17/04/1997,6102,1.6112,0.6376,15.9332,3.5081
18/04/1997,5838,11.5332,1.6112,15.1836,2.9155
19/04/1997,6449,0.2351,11.5332,15.4563,3.2504
20/04/1997,6083,1.1065,0.2351,16.247,3.3496
21/04/1997,4456,4.3066,1.1065,16.0804,3.5106
22/04/1997,3545,13.5824,4.3066,16.0043,3.5852
23/04/1997,3253,2.514,13.5824,16.0977,3.2799
24/04/1997,3116,23.0879,2.514,15.8797,2.8369
25/04/1997,2925,15.0936,23.0879,15.4661,2.8133
26/04/1997,2653,1.9221,15.0936,15.275,3.0698
27/04/1997,2898,7.8043,1.9221,15.81,3.2271
28/04/1997,3975,10.6384,7.8043,15.7431,2.7038
29/04/1997,4595,16.3486,10.6384,14.8531,2.4836
30/04/1997,5209,0.4995,16.3486,14.9216,2.7306
1/05/1997,6937,2.6884,0.4995,15.3742,3.1824
2/05/1997,6334,0.0602,2.6884,15.0285,2.6897
3/05/1997,6542,0.4321,0.0602,14.3824,2.5775
4/05/1997,7781,1.4446,0.4321,14.472,2.6241
5/05/1997,8768,3.576,1.4446,14.5152,2.4123
6/05/1997,9585,0.5987,3.576,14.7866,2.7077
7/05/1997,9844,0.0427,0.5987,14.6112,2.5955
8/05/1997,8170,1.3562,0.0427,14.2054,2.343
9/05/1997,6388,1.9857,1.3562,14.6073,2.5269
10/05/1997,7995,12.5185,1.9857,15.0416,2.8692
11/05/1997,10600,11.3534,12.5185,15.6078,3.007
12/05/1997,10390,0.5341,11.3534,15.7384,3.0813
13/05/1997,7968,3.7216,0.5341,15.479,3.07
14/05/1997,6612,10.6094,3.7216,15.6099,3.1965
15/05/1997,6815,8.0569,10.6094,15.4692,3.0248
16/05/1997,7348,4.5719,8.0569,15.2536,2.8059
17/05/1997,7356,0.7352,4.5719,15.6078,2.7861
18/05/1997,7982,3.1553,0.7352,14.9788,2.7337
19/05/1997,9019,0.9636,3.1553,14.935,2.5905
20/05/1997,7957,1.1704,0.9636,14.7121,2.6618
21/05/1997,7453,1.1379,1.1704,15.1589,2.9311
22/05/1997,7281,0.0715,1.1379,15.5433,3.189
23/05/1997,5876,0.4467,0.0715,15.6864,3.1081
24/05/1997,4857,1.2495,0.4467,15.3598,2.5278
25/05/1997,4475,4.9196,1.2495,14.9448,2.3419
26/05/1997,3997,8.2137,4.9196,15.0637,2.6999
27/05/1997,3439,0.9465,8.2137,14.991,2.8988
28/05/1997,3075,0.1659,0.9465,15.2438,2.7438
29/05/1997,2528,0.3133,0.1659,15.1942,2.8122
30/05/1997,2489,0.2484,0.3133,15.0088,3.1101
31/05/1997,3370,0.9263,0.2484,15.4891,2.863
1/06/1997,4118,1.0587,0.9263,15.6377,3.0325
2/06/1997,4060,0.6682,1.0587,15.5383,2.6377
3/06/1997,3665,0.2469,0.6682,15.4001,2.8133
4/06/1997,3391,0.6456,0.2469,16.2854,3.2612
5/06/1997,3402,1.1642,0.6456,16.1838,3.4161
6/06/1997,4478,7.3486,1.1642,15.7005,2.9364
7/06/1997,4601,4.4873,7.3486,15.5818,2.8128
8/06/1997,3946,4.5937,4.4873,16.1601,3.0442
9/06/1997,3207,5.3396,4.5937,15.9416,2.9365
10/06/1997,3065,3.7318,5.3396,15.3676,2.8626
11/06/1997,3942,1.9061,3.7318,15.3939,2.8132
12/06/1997,3769,2.5502,1.9061,15.5371,2.8088
13/06/1997,3572,0.4222,2.5502,15.3406,2.71
14/06/1997,3055,0.7555,0.4222,15.5443,2.9961
15/06/1997,2821,0,0.7555,15.5,3.1493
16/06/1997,3324,0.0782,0,15.5036,2.8222
17/06/1997,4755,1.2483,0.0782,14.8948,2.5642
18/06/1997,6046,0.0834,1.2483,14.6388,2.4176
19/06/1997,6452,19.0821,0.0834,14.7185,2.4112
20/06/1997,7444,0.5478,19.0821,15.1593,2.9537
21/06/1997,8048,0.0738,0.5478,15.2031,3.0394
22/06/1997,6029,0.0661,0.0738,15.2125,3.0201
23/06/1997,3793,0.2665,0.0661,15.1999,3.0074
24/06/1997,3132,0.4236,0.2665,15.4476,3.0262
25/06/1997,3672,16.7602,0.4236,14.7478,2.8002
26/06/1997,4717,12.7102,16.7602,15.4047,3.0647
27/06/1997,4738,0.4781,12.7102,16.2331,3.0981
28/06/1997,4359,3.7899,0.4781,15.609,2.9585
29/06/1997,3934,1.796,3.7899,15.2104,2.9482
30/06/1997,3576,10.0244,1.796,14.9618,2.761
1/07/1997,4304,3.7434,10.0244,14.5768,2.4388
2/07/1997,5116,0.2295,3.7434,14.6722,2.8473
3/07/1997,6667,2.3379,0.2295,14.9326,3.1461
4/07/1997,5764,0.3407,2.3379,14.4778,2.715
5/07/1997,4441,1.8891,0.3407,13.8216,2.4565
6/07/1997,4182,1.8036,1.8891,14.2156,2.1834
7/07/1997,4553,1.3527,1.8036,14.587,2.5836
8/07/1997,5286,3.4235,1.3527,14.1628,2.7079
9/07/1997,5948,0.059,3.4235,14.9875,3.0276
10/07/1997,5782,0.9915,0.059,14.5992,2.8011
11/07/1997,4864,5.1277,0.9915,14.2819,2.6708
12/07/1997,4398,0.1041,5.1277,14.1973,2.5277
13/07/1997,4269,0,0.1041,14.7133,2.8245
14/07/1997,4143,0.6319,0,14.2343,2.8982
15/07/1997,3828,0.19,0.6319,14.574,2.9627
16/07/1997,3490,0.7911,0.19,14.7091,3.251
17/07/1997,4067,0.2194,0.7911,15.2458,3.155
18/07/1997,4411,0.674,0.2194,14.5747,2.7413
19/07/1997,3960,5.6302,0.674,14.7239,3.0025
20/07/1997,3226,6.7166,5.6302,14.3416,2.6121
21/07/1997,2061,8.8656,6.7166,14.3581,2.5118
22/07/1997,1821,3.9025,8.8656,14.3521,2.4884
23/07/1997,1775,3.879,3.9025,14.7254,2.6147
24/07/1997,2195,4.112,3.879,14.3719,2.3206
25/07/1997,2624,0.5524,4.112,14.6079,2.648
26/07/1997,3224,2.1667,0.5524,14.1097,2.6707
27/07/1997,3584,2.0638,2.1667,14.4851,3.0872
28/07/1997,3341,2.6258,2.0638,14.6911,3.2209
29/07/1997,2998,2.3129,2.6258,15.6682,3.3209
