Date,CAUDAL,PP,T,PET,NDVI
1999-01-01,2312,3.6,27.2,5.1,0.451
1999-01-02,2516,5.5,28.1,5,0.466
1999-01-03,2799,4.4,27.4,5,0.455
1999-01-04,3300,9.7,27.6,5.1,0.458
1999-01-05,3590,11,28.4,5,0.471
1999-01-06,4118,9.1,28,5.1,0.464
1999-01-07,4146,3.9,27.3,5.1,0.453
1999-01-08,4099,3.2,27.7,5.1,0.46
1999-01-09,4058,0,29,5.1,0.481
1999-01-10,4027,12.2,28.2,5,0.468
1999-01-11,4000,3.5,26.5,5.1,0.44
1999-01-12,3982,2,27.1,5,0.45
1999-01-13,3952,10.2,26.9,5,0.446
1999-01-14,3900,2.7,26.6,5.1,0.441
1999-01-15,3868,0,26.2,5.1,0.435
1999-01-16,3901,18.2,26.6,4.9,0.441
1999-01-17,3907,1,26.9,5,0.446
1999-01-18,4032,2.8,26.4,5.1,0.438
1999-01-19,4141,8.6,26.4,5.1,0.438
1999-01-20,4330,0.2,26.1,5.3,0.433
1999-01-21,4550,0.9,26.2,5.1,0.435
1999-01-22,4790,0.9,26.2,4.8,0.435
1999-01-23,5117,0.5,25.5,5.2,0.423
1999-01-24,5436,0.7,26.6,5.1,0.441
1999-01-25,5775,42.9,26.5,4.8,0.44
1999-01-26,6118,89.3,26.1,5,0.433
1999-01-27,6402,2,26.9,5.1,0.446
1999-01-28,6717,0.5,27.1,5,0.45
1999-01-29,6864,40,26.7,5,0.443
1999-01-30,6971,73,27,4.7,0.448
1999-01-31,6952,0.4,27.1,4.7,0.45
1999-02-01,6458,54.3,27.6,4.8,0.458
1999-02-02,6577,29.6,27.4,4.9,0.455
1999-02-03,6846,13.6,27.1,5.1,0.45
1999-02-04,7018,4.6,26.1,4.8,0.433
1999-02-05,7194,37.5,26,5,0.431
1999-02-06,7349,9.5,26,4.8,0.431
1999-02-07,7511,40,26.4,4.8,0.438
1999-02-08,7673,61.6,26,4.9,0.431
1999-02-09,7897,11.2,26.9,4.8,0.446
1999-02-10,8101,56.4,26.5,4.7,0.44
1999-02-11,8281,23.5,26.1,4.7,0.433
1999-02-12,8513,1.6,26.6,4.8,0.441
1999-02-13,8685,26.1,26.6,4.7,0.441
1999-02-14,8794,13.4,26.1,5.1,0.433
1999-02-15,8868,85.3,25.7,4.8,0.426
1999-02-16,8969,1,26.4,4.7,0.438
1999-02-17,9043,21.2,24.2,4.7,0.401
1999-02-18,8929,8.2,24.7,4.6,0.41
1999-02-19,8802,39.3,25.7,4.8,0.426
1999-02-20,8696,10.3,26.3,4.7,0.436
1999-02-21,8601,7.2,25.5,4.9,0.423
1999-02-22,8604,58.3,26.3,4.8,0.436
1999-02-23,9398,23.6,26,4.9,0.431
1999-02-24,9919,155.4,26.4,4.8,0.438
1999-02-25,10000,17.4,26.6,5.2,0.441
1999-02-26,10080,10.4,26.6,4.8,0.441
1999-02-27,10030,22.2,25.8,4.7,0.428
1999-02-28,9988,0,27.3,4.7,0.453
1999-03-01,10080,4.2,26.7,4.7,0.443
1999-03-02,9772,1.7,28,4.6,0.464
1999-03-03,7709,1.3,25.6,4.4,0.425
1999-03-04,7564,4.3,26.7,4.7,0.443
1999-03-05,7122,2.7,26.9,4.7,0.446
1999-03-06,6652,19.3,26.6,4.6,0.441
1999-03-07,6730,20.3,27.4,4.6,0.455
1999-03-08,6649,11.9,28.2,5.1,0.468
1999-03-09,6672,0.6,27.8,4.7,0.461
1999-03-10,6546,0.3,26.8,4.5,0.445
1999-03-11,6767,13.4,25.7,4.5,0.426
1999-03-12,6586,0,25.5,4.5,0.423
1999-03-13,5774,52.4,26.6,4.5,0.441
1999-03-14,5476,2.7,26.8,4.6,0.445
1999-03-15,5379,10.9,27,4.5,0.448
1999-03-16,4972,7.9,27,4.4,0.448
1999-03-17,4965,53.8,27.1,4.5,0.45
1999-03-18,5249,0,27.4,4.5,0.455
1999-03-19,6272,0,27.5,5,0.456
1999-03-20,6134,11.4,27.1,4.5,0.45
1999-03-21,5592,10.2,26.4,4.5,0.438
1999-03-22,4913,0.4,26.7,4.3,0.443
1999-03-23,4340,0.1,27,4.2,0.448
1999-03-24,4421,0,27.2,4.3,0.451
1999-03-25,4641,0,27.2,4.4,0.451
1999-03-26,5803,25.2,26.5,4.4,0.44
1999-03-27,6776,0,25.1,4.4,0.416
1999-03-28,6652,0.3,26.7,4.4,0.443
1999-03-29,5379,0.8,27.5,4.3,0.456
1999-03-30,4935,7.8,28,5.1,0.464
1999-03-31,5159,3.3,26.2,4.4,0.435
1999-04-01,6506,2.5,26.2,4.4,0.435
1999-04-02,6070,0,26,4.3,0.431
1999-04-03,5432,37,26.1,4.3,0.433
1999-04-04,4988,83,25.6,4.4,0.425
1999-04-05,5646,19.7,26.1,4.4,0.433
1999-04-06,5502,7.6,26.7,4.3,0.443
1999-04-07,5362,0,26.5,4.3,0.44
1999-04-08,5722,1.6,27.2,4.3,0.451
1999-04-09,6767,57,26.6,4.2,0.441
1999-04-10,8862,57.9,26.3,5.2,0.436
1999-04-11,9617,10.3,24.7,4,0.41
1999-04-12,10010,0,26.4,4,0.438
1999-04-13,9096,21.3,27,4.2,0.448
1999-04-14,8214,4.3,26.6,4.2,0.441
1999-04-15,8156,45.4,25.8,4.3,0.428
1999-04-16,9882,0.7,25.6,4.2,0.425
1999-04-17,11220,1.9,25.4,4.3,0.421
1999-04-18,10540,0.3,23.8,4.2,0.395
1999-04-19,10470,0.1,25,4.2,0.415
1999-04-20,13080,0.2,25.8,4.2,0.428
1999-04-21,11460,0,26.8,5.1,0.445
1999-04-22,9028,0.2,26.6,4.1,0.441
1999-04-23,8305,66.7,26.6,4,0.441
1999-04-24,9998,0.1,26,4.1,0.431
1999-04-25,10630,0.3,26.6,4,0.441
1999-04-26,9910,0.1,26.6,4,0.441
1999-04-27,8625,1.3,26.8,4,0.445
1999-04-28,6654,7.6,26,4.1,0.431
1999-04-29,7016,1.5,26.9,4.1,0.446
1999-04-30,7093,0,26.1,4.1,0.433
1999-05-01,7730,55.7,25.4,4.1,0.421
1999-05-02,9100,0.6,25.2,5,0.418
1999-05-03,10770,51.3,25.3,4.1,0.42
1999-05-04,12810,0.3,26.4,4,0.438
1999-05-05,13760,0.9,26.9,4,0.446
1999-05-06,12650,13.7,24.6,4.1,0.408
1999-05-07,11550,7.8,26.6,4,0.441
1999-05-08,9787,22.7,26.2,4.1,0.435
1999-05-09,8073,0.1,26.4,4.1,0.438
1999-05-10,6393,0.2,27.3,4.1,0.453
1999-05-11,5949,37.9,26.7,4.1,0.443
1999-05-12,6138,14.2,24.2,4.1,0.401
1999-05-13,6136,0.1,25.2,5,0.418
1999-05-14,5939,6.4,26.1,5,0.433
1999-05-15,5811,0.7,25.6,4.1,0.425
1999-05-16,6548,0.4,25.2,4,0.418
1999-05-17,9372,0,26.1,3.9,0.433
1999-05-18,8963,7.1,25.5,4,0.423
1999-05-19,7626,6.7,25.8,4,0.428
1999-05-20,8264,29.8,25.9,4,0.43
1999-05-21,9480,0,25.7,4,0.426
1999-05-22,9083,0.1,26,3.9,0.431
1999-05-23,6790,0,26.3,3.9,0.436
1999-05-24,5422,1.9,25.2,3.9,0.418
1999-05-25,5024,0.4,25.7,5.1,0.426
1999-05-26,5510,0.3,27,4,0.448
1999-05-27,5151,0.2,27.2,4.1,0.451
1999-05-28,4594,7.4,26.6,4.1,0.441
1999-05-29,4379,15.1,26.1,4.1,0.433
1999-05-30,4188,1.2,26.3,4.1,0.436
1999-05-31,4106,0.2,25.9,4.1,0.43
1999-06-01,4791,0.1,25.8,3.9,0.428
1999-06-02,6398,0,26.4,4.1,0.438
1999-06-03,5508,0.1,26.4,3.9,0.438
1999-06-04,4558,0.8,26.9,3.9,0.446
1999-06-05,4585,0,26.6,5.3,0.441
1999-06-06,5212,0.4,25.7,4,0.426
1999-06-07,6213,0.2,26.1,4.1,0.433
1999-06-08,5714,0.5,26.7,4.1,0.443
1999-06-09,5135,13,26.5,4,0.44
1999-06-10,6086,0.3,26.6,3.9,0.441
1999-06-11,8858,4.2,25.8,4,0.428
1999-06-12,11280,0.3,26,4.1,0.431
1999-06-13,10800,5.2,25.9,4.2,0.43
1999-06-14,9023,10.2,26.6,4.2,0.441
1999-06-15,8384,0,26.4,4.3,0.438
1999-06-16,7699,0.3,26.6,5.2,0.441
1999-06-17,6793,19.4,26.1,4.3,0.433
1999-06-18,6147,8.4,26.3,4.3,0.436
1999-06-19,5795,0.3,26.3,4.3,0.436
1999-06-20,5832,19,26.1,4.1,0.433
1999-06-21,7643,0.1,25.1,4.2,0.416
1999-06-22,8739,0.3,25.6,4.2,0.425
1999-06-23,8378,0.2,26.1,4.3,0.433
1999-06-24,7176,0.1,26.1,4.3,0.433
1999-06-25,5416,0,26.4,4.2,0.438
1999-06-26,4862,25.7,26.4,4.3,0.438
1999-06-27,5513,12.5,25.3,4.8,0.42
1999-06-28,7147,0.1,26,4.5,0.431
1999-06-29,5403,6.9,26.4,4.5,0.438
1999-06-30,4913,14.1,25.3,4.2,0.42
1999-07-01,5959,21.4,25.3,4.3,0.42
1999-07-02,7322,4.4,26.2,4.4,0.435
1999-07-03,6559,11.8,26,4.4,0.431
1999-07-04,5621,9.9,25.7,4.5,0.426
1999-07-05,5002,7.4,25.5,4.5,0.423
1999-07-06,5237,0.4,22.6,4.4,0.375
1999-07-07,8434,0,23.3,4.6,0.387
1999-07-08,9488,0,24.3,5.1,0.403
1999-07-09,6947,0,24.8,4.6,0.411
1999-07-10,6152,0,25,4.3,0.415
1999-07-11,5814,0,24.4,4.4,0.405
1999-07-12,4495,0,24.8,4.6,0.411
1999-07-13,4384,0.1,24.5,4.5,0.406
1999-07-14,4693,0.3,23.8,4.5,0.395
1999-07-15,4304,0,25,4.4,0.415
1999-07-16,3930,0.1,25.6,4.6,0.425
1999-07-17,3931,1.8,25.8,4.7,0.428
1999-07-18,3854,0.2,25.7,4.7,0.426
1999-07-19,3911,0.2,25.3,5.3,0.42
1999-07-20,4231,0.1,25.5,4.8,0.423
1999-07-21,4745,1.2,25.4,4.8,0.421
1999-07-22,5237,5.7,25.4,4.7,0.421
1999-07-23,5563,1.5,25.3,4.7,0.42
1999-07-24,4864,0.1,25.1,4.7,0.416
1999-07-25,4501,0,25.7,4.7,0.426
1999-07-26,5251,0,25.8,4.7,0.428
1999-07-27,6035,0.1,26.1,4.8,0.433
1999-07-28,5777,0.2,25.9,4.7,0.43
1999-07-29,4928,0,26.1,4.7,0.433
1999-07-30,4379,0,26.3,5.1,0.436
1999-07-31,3652,0.1,25.9,4.7,0.43
1999-08-01,4773,1.8,25.4,4.7,0.421
1999-08-02,4682,0,25.5,4.9,0.423
1999-08-03,4811,0,24.7,4.9,0.41
1999-08-04,4406,0,24.8,5,0.411
1999-08-05,3777,0,25.1,4.9,0.27
1999-08-06,4237,0,25.7,4.8,0.426
1999-08-07,4661,5.2,26.1,4.7,0.433
1999-08-08,4405,3.6,24.9,4.9,0.413
1999-08-09,4253,0,25,5,0.415
1999-08-10,4615,0,25.9,4.9,0.43
1999-08-11,4550,0,25.3,4.9,0.42
1999-08-12,4288,0,26,4.9,0.431
1999-08-13,3773,0.4,26.4,5,0.438
1999-08-14,2854,6.5,24.8,4.9,0.411
1999-08-15,2959,0,23.4,5,0.388
1999-08-16,5559,0,22.8,5,0.378
1999-08-17,6811,0,23.7,5,0.393
1999-08-18,5518,0,24.4,4.9,0.405
1999-08-19,4606,0,25.2,4.9,0.418
1999-08-20,4194,0,25.3,4.7,0.42
1999-08-21,3578,0,25.9,5.1,0.67
1999-08-22,2971,0,26.1,4.8,0.433
1999-08-23,2408,0.1,25.9,4.9,0.43
1999-08-24,2145,0,26,5,0.431
1999-08-25,1916,0,26,5.1,0.431
1999-08-26,1737,1.4,26.1,4.9,0.433
1999-08-27,1360,0.7,26.6,5,0.441
1999-08-28,1013,1.7,26.5,5.1,0.44
1999-08-29,864,6,26.7,5.2,0.443
1999-08-30,780,0,26.7,5.1,0.443
1999-08-31,1094,1.4,27.1,4.9,0.45
1999-09-01,3107,0.1,27.2,5.1,0.451
1999-09-02,2539,0.2,26.9,5.1,0.446
1999-09-03,2067,7.1,27.4,4.9,0.455
1999-09-04,2361,12.5,27.2,5,0.451
1999-09-05,2480,0.9,27.4,5,0.455
1999-09-06,2149,0,28.2,4.9,0.76
1999-09-07,2487,8.3,28.5,4.8,0.473
1999-09-08,2362,0.9,28.1,4.9,0.466
1999-09-09,2133,4.9,28.4,5,0.471
1999-09-10,2148,17.3,27.4,5.1,0.455
1999-09-11,2434,13.6,27.1,5.1,0.45
1999-09-12,2880,0.3,27.6,5,0.458
1999-09-13,3560,0.2,27.9,5.1,0.463
1999-09-14,4314,4,27.8,5.1,0.461
1999-09-15,5076,14.7,26.4,5,0.438
1999-09-16,5653,29.2,26.1,5,0.433
1999-09-17,5205,16.1,25.3,5.1,0.42
1999-09-18,5144,4.7,26.8,5,0.445
1999-09-19,5390,0.1,27.1,5,0.45
1999-09-20,4705,0,26.7,5,0.443
1999-09-21,4650,44.3,25.2,5,0.418
1999-09-22,5158,0.6,27.3,5.3,0.71
1999-09-23,5821,4,27.6,5.3,0.458
1999-09-24,6136,13.3,27.6,5.1,0.458
1999-09-25,5846,11.2,27.5,5.3,0.456
1999-09-26,4904,13,25.8,5.2,0.428
1999-09-27,4200,17.4,24.8,5.2,0.411
1999-09-28,3789,19.9,25.1,5.2,0.416
1999-09-29,4239,0.6,26.9,5.2,0.446
1999-09-30,4552,0,27.1,5.3,0.45
1999-10-01,4717,0,27.4,5.2,0.73
1999-10-02,4670,17.5,26.8,5.1,0.445
1999-10-03,4389,6.1,26.6,4.7,0.441
1999-10-04,3895,7.9,24.9,4.9,0.413
1999-10-05,3248,0,25.2,5.1,0.418
1999-10-06,2960,0,26.5,5.1,0.44
1999-10-07,2620,0.2,27.1,5,0.45
1999-10-08,2096,0.1,27.1,5,0.58
1999-10-09,1724,15.1,26.3,5.1,0.436
1999-10-10,1650,0,27.2,5.1,0.451
1999-10-11,1406,0.2,27.1,5,0.45
1999-10-12,1671,7.4,27,5.1,0.448
1999-10-13,2059,0,26.2,5.1,0.435
1999-10-14,2532,0.1,27.1,5,0.45
1999-10-15,2866,2.1,27.5,5,0.456
1999-10-16,3225,0.3,27.7,5.1,0.46
1999-10-17,3171,0.2,28.2,4.7,0.468
1999-10-18,2988,18.2,28,5,0.464
1999-10-19,2812,6.2,26.5,5.1,0.44
1999-10-20,2671,1.4,26.7,5.1,0.443
1999-10-21,2464,0,27.5,5.1,0.456
1999-10-22,2078,16.6,27.3,5,0.453
1999-10-23,1822,7.4,27.3,4.9,0.453
1999-10-24,1611,2.8,27.7,4.8,0.72
1999-10-25,1377,0.5,28.6,5.1,0.474
1999-10-26,993,5.8,28.3,5.1,0.469
1999-10-27,701,0,28.4,5,0.471
1999-10-28,408,0.3,28.2,5.1,0.468
1999-10-29,288,11,27.8,4.9,0.461
1999-10-30,336,7.1,24.9,5.1,0.413
1999-10-31,688,0,26.3,5,0.436
1999-11-01,1051,0,28.7,4.8,0.476
1999-11-02,1285,2.2,29.1,4.7,0.483
1999-11-03,1520,1.8,28.2,4.7,0.468
1999-11-04,1795,17.4,28.5,4.8,0.473
1999-11-05,2204,12.9,25.8,4.9,0.428
1999-11-06,2649,0,27.5,4.8,0.456
1999-11-07,3074,0,28,4.9,0.464
1999-11-08,3452,12.6,27.8,4.9,0.461
1999-11-09,3841,26.9,27.8,5,0.461
1999-11-10,4345,8.9,25.5,5,0.423
1999-11-11,4517,0.2,25.1,4.9,0.416
1999-11-12,4419,0,27.1,4.8,0.45
1999-11-13,4133,0.2,27.8,4.8,0.461
1999-11-14,3753,0,27.5,4.9,0.456
1999-11-15,3229,0,28.4,5,0.471
1999-11-16,2562,0.1,27.9,5,0.463
1999-11-17,2398,4.2,27.3,4.9,0.453
1999-11-18,1934,9.5,27.1,5,0.45
1999-11-19,1571,0,28.6,5,0.474
1999-11-20,1111,1.2,29.5,4.9,0.489
1999-11-21,868,5.7,27.1,4.9,0.45
1999-11-22,777,0.3,26.8,4.9,0.445
1999-11-23,712,15.3,26.1,4.9,0.433
1999-11-24,608,15.7,25.5,4.8,0.423
1999-11-25,483,0,26.3,4.6,0.15
1999-11-26,253,26.9,25.5,4.7,0.423
1999-11-27,137,0.5,26.4,4.8,0.438
1999-11-28,98,0.9,27.5,4.9,0.456
1999-11-29,183,11.4,27.8,5.1,0.461
1999-11-30,465,5.9,27.8,5,0.461
1999-12-01,766,22,27.2,5,0.451
1999-12-02,994,31.1,27,5,0.448
1999-12-03,1454,0,27,5.1,0.448
1999-12-04,1964,24.8,27.9,4.9,0.463
1999-12-05,2312,1.2,28,4.8,0.464
1999-12-06,2664,2.9,28.8,4.9,0.478
1999-12-07,2869,16.5,27.1,4.9,0.45
1999-12-08,2621,9.7,27,5.1,0.448
1999-12-09,2552,6.6,26.1,5.1,0.433
1999-12-10,2806,4,26.9,5.1,0.446
1999-12-11,2980,1.8,27.2,5.1,0.13
1999-12-12,3694,25.4,27.3,5.2,0.453
1999-12-13,4591,63.8,26.3,5.1,0.436
1999-12-14,5930,0.5,27.1,5.1,0.45
1999-12-15,6387,0.5,27.1,5.1,0.45
1999-12-16,6870,37.7,27,5.1,0.448
1999-12-17,7776,7.2,27.4,5,0.455
1999-12-18,7444,70.7,27.6,4.9,0.458
1999-12-19,7287,0,27,5,0.448
1999-12-20,6866,1.5,26.6,5,0.441
1999-12-21,6493,26,26.7,5.1,0.443
1999-12-22,6048,12.9,26.1,5,0.433
1999-12-23,5459,0.1,27.4,5,0.455
1999-12-24,5177,0,28,4.9,0.464
1999-12-25,4839,0.5,28,4.9,0.464
1999-12-26,4530,36.6,26.5,4.9,0.44
1999-12-27,4353,0.5,26.8,5,0.7
1999-12-28,4020,0.1,27.7,5,0.46
1999-12-29,3701,9.3,27.8,5.1,0.461
1999-12-30,3413,10.4,27,5,0.448
1999-12-31,3161,6.4,27.5,4.9,0.456
2000-01-01,3040,0,28.4,5,0.471
2000-01-02,2860,0.2,28.4,5,0.471
2000-01-03,2597,1.6,27.7,4.9,0.46
2000-01-04,2298,6.2,28.6,5.1,0.474
2000-01-05,1986,6.6,28.7,5.2,0.476
2000-01-06,1830,7.4,28.1,5.2,0.466
2000-01-07,1685,3.2,27.5,5.2,0.456
2000-01-08,1492,0.2,28.7,5.1,0.476
2000-01-09,1292,17.2,28.4,5,0.471
2000-01-10,1161,10.2,27,5,0.448
2000-01-11,1072,0,27,5.1,0.448
2000-01-12,979,0.6,27,5.1,0.448
2000-01-13,871,51.4,27.3,4.9,0.453
2000-01-14,798,1.2,28,5.1,0.464
2000-01-15,894,0.1,27.9,5.1,0.463
2000-01-16,1128,1.2,28.7,5.1,0.476
2000-01-17,1165,48.1,26.7,5,0.443
2000-01-18,1259,1.3,25.9,4.8,0.43
2000-01-19,1604,8.3,25.7,5,0.426
2000-01-20,2070,19.6,26.2,5.1,0.435
2000-01-21,2797,0,27.2,5.1,0.451
2000-01-22,3213,10.5,27.8,5.2,0.461
2000-01-23,3581,9.2,27.3,5.1,0.453
2000-01-24,3982,12.2,27.2,4.9,0.451
2000-01-25,4615,5.2,27.6,5,0.458
2000-01-26,5236,8.5,28,5.1,0.464
2000-01-27,5867,27.7,24.5,5.2,0.406
2000-01-28,6266,0.6,26.4,5.2,0.438
2000-01-29,6459,0.7,26.6,5,0.441
2000-01-30,6562,30.3,25.7,4.9,0.426
2000-01-31,6710,26.7,25.2,5,0.418
2000-02-01,6787,0.2,26.2,5,0.435
2000-02-02,6578,1.4,25.7,5.2,0.426
2000-02-03,6785,42.9,26.8,5.2,0.445
2000-02-04,7109,6.1,27,5,0.448
2000-02-05,7037,4.2,27.2,5,0.451
2000-02-06,7539,15.6,26.9,4.9,0.446
2000-02-07,7876,0.1,27,4.9,0.448
2000-02-08,7500,0.1,27,4.9,0.448
2000-02-09,6604,17.9,28.1,4.9,0.466
2000-02-10,6300,0,27.9,4.9,0.463
2000-02-11,6487,0,27.3,4.9,0.453
2000-02-12,6416,0,27.5,5,0.456
2000-02-13,6175,0.2,28.5,5,0.63
2000-02-14,6567,18.4,25.9,4.9,0.43
2000-02-15,7003,1.1,24.7,4.9,0.41
2000-02-16,6581,0.3,24.7,4.7,0.41
2000-02-17,6457,35.5,24.5,4.7,0.406
2000-02-18,6534,28,25,4.9,0.415
2000-02-19,7696,0.2,26,4.9,0.431
2000-02-20,8156,14.7,26.3,4.9,0.436
2000-02-21,8495,30.5,26,4.9,0.431
2000-02-22,9096,89.8,26.3,5.1,0.436
2000-02-23,8688,0.9,26,5,0.431
2000-02-24,8484,4.2,26.4,5,0.438
2000-02-25,8548,14.4,24.8,5.1,0.411
2000-02-26,8284,28.2,25.4,4.9,0.421
2000-02-27,7932,0,26.6,4.9,0.441
2000-02-28,7648,22.9,27.1,5,0.45
2000-02-29,7400,17.6,25.2,4.9,0.1
2000-03-01,7353,4.1,25.7,4.9,0.426
2000-03-02,8420,12.4,26.8,4.9,0.445
2000-03-03,8630,5.1,26.9,4.9,0.446
2000-03-04,7570,33.6,26.7,4.7,0.443
2000-03-05,6762,0.4,25.3,4.8,0.42
2000-03-06,7822,0.7,26,4.8,0.431
2000-03-07,8260,0.5,26.3,4.8,0.436
2000-03-08,6736,46.2,26.3,4.9,0.436
2000-03-09,6274,23,26.6,4.9,0.441
2000-03-10,6217,4.7,26.9,4.8,0.446
2000-03-11,6813,13.2,26.9,4.6,0.446
2000-03-12,8166,9.9,25.4,4.6,0.421
2000-03-13,9350,13,27,4.7,0.448
2000-03-14,9405,19.6,27,4.8,0.448
2000-03-15,8609,5,25.1,4.9,0.416
2000-03-16,7144,8.1,27.2,4.9,0.451
2000-03-17,6744,7.5,26.6,4.9,0.441
2000-03-18,6864,6.2,27,4.9,0.448
2000-03-19,6364,9.3,26.5,4.9,0.44
2000-03-20,6195,10.4,26.1,4.9,0.433
2000-03-21,5781,30.4,25.4,4.8,0.421
2000-03-22,5692,7.3,25.8,4.8,0.428
2000-03-23,5840,0,26.6,4.7,0.441
2000-03-24,5454,6.6,25.2,4.7,0.418
2000-03-25,5495,0.1,25.7,4.8,0.426
2000-03-26,5655,7.1,26,4.8,0.431
2000-03-27,5673,3.4,26.9,4.8,0.446
2000-03-28,6840,18.7,24.5,4.7,0.406
2000-03-29,9139,5.5,25.7,4.6,0.426
2000-03-30,8672,0.4,26.5,5,0.44
2000-03-31,6809,2,25.8,4.6,0.428
2000-04-01,6728,24.1,25.7,4.7,0.426
2000-04-02,6873,11.8,24.6,4.7,0.408
2000-04-03,7345,0.7,25.3,4.7,0.42
2000-04-04,6659,0.9,25.7,4.4,0.426
2000-04-05,5777,22.5,26.1,4.5,0.433
2000-04-06,5889,1.2,25.5,4.5,0.423
2000-04-07,6986,6.3,26.7,4.6,0.443
2000-04-08,8754,1.4,26.9,4.7,0.446
2000-04-09,8910,22.6,25.7,4.7,0.426
2000-04-10,8389,37.4,27,5,0.448
2000-04-11,8363,41.3,25.9,5.1,0.43
2000-04-12,8884,0,26,4.6,0.431
2000-04-13,8244,0,27.1,4.6,0.45
2000-04-14,7400,4.7,26.2,4.5,0.435
2000-04-15,6828,13.2,26.3,4.4,0.436
2000-04-16,6852,2.2,26.4,4.5,0.438
2000-04-17,7706,0.1,27.1,4.5,0.45
2000-04-18,7121,0,27,4.5,0.448
2000-04-19,6035,22.8,27.1,4.6,0.45
2000-04-20,6870,16.1,25,4.7,0.415
2000-04-21,8157,10.4,25.8,4.4,0.428
2000-04-22,8029,0.2,26.7,5.1,0.443
2000-04-23,7055,1.7,26.5,4.6,0.44
2000-04-24,8043,30.2,25.6,4.5,0.425
2000-04-25,10680,16.4,26.1,4.4,0.433
2000-04-26,11880,2.3,27.2,4.4,0.451
2000-04-27,12730,21.9,26.2,4.5,0.435
2000-04-28,13030,0.3,26.1,4.5,0.433
2000-04-29,12950,36.6,25.9,4.6,0.43
2000-04-30,12520,0,26.8,4.6,0.445
2000-05-01,12080,18.3,27,4.5,0.448
2000-05-02,11400,15.7,27.3,4.1,0.453
2000-05-03,10900,0,26.9,4.7,0.446
2000-05-04,10420,1.9,25.6,4.3,0.425
2000-05-05,10070,0.3,26.3,4.3,0.436
2000-05-06,9702,0.7,25.7,4.2,0.426
2000-05-07,9257,7,26.1,4.3,0.433
2000-05-08,9390,0.5,26.5,4.3,0.44
2000-05-09,9865,1.5,25.7,4.4,0.426
2000-05-10,11180,63.1,26.4,4.4,0.438
2000-05-11,12780,0.4,26.3,4.3,0.436
2000-05-12,14250,10.6,27.2,4.2,0.451
2000-05-13,14010,13.6,27.3,4.2,0.453
2000-05-14,12120,13.7,27,4.7,0.448
2000-05-15,10990,6.1,27,4.1,0.448
2000-05-16,10210,0.1,27.2,4,0.451
2000-05-17,9495,2.7,27,4.1,0.448
2000-05-18,9350,1.5,26.6,4.2,0.441
2000-05-19,9675,20.5,25.4,4.3,0.421
2000-05-20,9259,0.4,25.9,4.3,0.43
2000-05-21,8072,0.3,26.1,4.1,0.433
2000-05-22,7096,0.1,26.5,4.2,0.44
2000-05-23,7254,0.4,26.8,4.2,0.445
2000-05-24,7405,0.3,26.3,4.2,0.436
2000-05-25,8094,11.1,26.9,4.9,0.446
2000-05-26,7670,9.1,26.4,4.2,0.438
2000-05-27,6738,0.6,26.2,4.2,0.435
2000-05-28,6401,0.1,26.6,4.2,0.441
2000-05-29,6875,0.1,26.8,4.1,0.445
2000-05-30,7170,22.9,27.1,4,0.45
2000-05-31,6558,10.9,27.3,4,0.453
2000-06-01,5779,4.1,25.9,4,0.43
2000-06-02,6156,0.4,26.5,4,0.44
2000-06-03,5572,1.2,26.7,4.1,0.443
2000-06-04,4901,0.1,26.6,4.1,0.441
2000-06-05,4662,17.2,26.7,4.9,0.443
2000-06-06,5111,0.3,26.5,4.1,0.44
2000-06-07,5543,36.2,26.6,4.1,0.441
2000-06-08,6465,1.7,26.4,4,0.438
2000-06-09,6797,36.6,25.7,4,0.426
2000-06-10,7479,0.2,26.3,4,0.436
2000-06-11,7115,4.7,26,3.9,0.431
2000-06-12,6795,0,26.3,4,0.436
2000-06-13,6341,0,27.3,4,0.453
2000-06-14,5885,1.7,27,4.1,0.448
2000-06-15,5093,1,26.5,4,0.44
2000-06-16,4617,15.6,26.2,4.9,0.435
2000-06-17,4922,21.8,25.2,4.1,0.418
2000-06-18,6448,0,25.4,4.1,0.421
2000-06-19,9105,0.3,26.3,4.1,0.436
2000-06-20,9097,0.7,26.4,4.1,0.438
2000-06-21,7144,26.5,25.4,4.1,0.421
2000-06-22,6950,29.5,26.1,4.2,0.433
2000-06-23,9954,0.1,26.5,4.2,0.44
2000-06-24,12610,0.1,26.3,4.1,0.436
2000-06-25,11130,4.1,26.4,4.2,0.438
2000-06-26,8061,0.1,26.1,4.1,0.433
2000-06-27,5488,0,26,4.8,0.431
2000-06-28,4590,0.1,26.3,4.2,0.436
2000-06-29,4166,0.1,26.6,4.1,0.441
2000-06-30,3877,0.2,27.1,4,0.45
2000-07-01,5223,8.3,26.7,4.2,0.443
2000-07-02,6128,0.1,26.6,4.2,0.441
2000-07-03,5971,0.2,26.1,4.2,0.433
2000-07-04,5987,25.5,25,4.1,0.415
2000-07-05,7141,0,24.9,4.1,0.413
2000-07-06,7495,0,25.8,3.7,0.18
2000-07-07,7528,0,26,3.9,0.431
2000-07-08,6743,0.1,25.6,4.8,0.425
2000-07-09,6402,0.2,25.8,4,0.428
2000-07-10,6374,6.1,25.6,4.1,0.425
2000-07-11,6467,0.2,26.1,4.2,0.433
2000-07-12,5753,0.5,25.7,4.1,0.426
2000-07-13,6728,0.1,24.3,4.1,0.403
2000-07-14,7254,0,24.8,4.2,0.411
